sector_id,sector_nombre,variable_id,actividad_producto_nombre,indicador,unidad_de_medida,fuente,frecuencia_nombre,cobertura_nombre,alcance_tipo,alcance_id,alcance_nombre,indice_tiempo,valor
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2011-07-01,30.31
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2011-08-01,30.65
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2011-09-01,30.72
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2011-10-01,30.9
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2011-11-01,31.79
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2011-12-01,33.27
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2012-01-01,NA
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2012-02-01,NA
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2012-03-01,37.58
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2012-04-01,37.93
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2012-05-01,38.9
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2012-06-01,38.19
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2012-07-01,38.16
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2012-08-01,37.44
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2012-09-01,36.92
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2012-10-01,37.33
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2012-11-01,37.49
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2012-12-01,38.84
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2013-01-01,39.27
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2013-02-01,39.99
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2013-03-01,40.33
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2013-04-01,41.08
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2013-05-01,40.62
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2013-06-01,40.63
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2013-07-01,40.61
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2013-08-01,40.39
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2013-09-01,41
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2013-10-01,41.63
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2013-11-01,45.72
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2013-12-01,50.45
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2014-01-01,52.03
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2014-02-01,58.24
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2014-03-01,58.31
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2014-04-01,58.4
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2014-05-01,59.68
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2014-06-01,59.22
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2014-07-01,60.71
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2014-08-01,63.67
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2014-09-01,68.05
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2014-10-01,67.75
35,Cárnica - Vacuna,922,Asado,Precio interno_al consumidor GBA,$/kg,IPCVA,Mensual,Nacional,PAIS,200,Argentina,2014-11-01,68.84
